ORGID,PARENT,OKFS,INN,OKPO,OKONH,SOOGU,OKOPF,KODREG,REGDATE,REGNUM,ORGNAME,ORGSNAME,COMMENT,FIZADDR,URADDR,POSTADDR,PHONE,FAX,EMAIL,WWW,MYORG,CONFDATE,OKBV,FIRST_DATE,LAST_DATE,EXT_ID,F6_SHIFR,MAINOKONH,KONH_ID,OCCUPATION,SBM_ID,KODTERR,HAS_BRON,REGPL_ID,OKATO2,OKATO3,Feature1,Feature2,Feature3,OVK_ID,License1,License1_date,License1Who,License2,License2_date,License2Who,Certificate,BeginCertificate_date,EndCertificate_date,CertificateWho,WhoPuts,HasVK,VKChief,VKChiefRange,KODOKTMO,KODOKTMO2,REGPLACE,COMPUTERS,SOFTWARENUM,SOFTWARE,OVK_NAME,OVK_ADDR,OVK_PHONE
1,"ООО ""Газпром трансгаз Самара""",16,6315000291,00154306,60.30.2,,65,36401385000,2002-08-21,1026300956505,"Ульяновское линейное производственное управление магистральных газопроводов филиал ООО ""Газпром трансгаз Самара"".",УЛПУМГ,,"432030 г. Ульяновск, ул. Репина д.2","443086, г. Самара, ул. Ерошевского, 20.","432030 г. Ульяновск, ул. Репина д.2","39-73-12; (ведомств. 52-2-40) ","39-73-12 (52-243)",,,1,2011-10-28,1535,2009-02-22,2011-11-01,,01,60.30.2,,"транспортирование по трубопроводам газа и продуктов его переработки",4,17171002014,1,2,36401385000,73401000000,,,,4,,,,,,,,,,,,0,,0,3640138000,,"Инспекция Министерства Российской Федерации по налогам и сборам по Ленинскому району города Самары",1,1,"СПО ""Гран-ВУР"" 3.76","Отдел (ВКО по Железнодорожному,Засвияжскому и Ленинскому районам г.Ульяновск) ","432008,г.Ульяновск,ул.Автозавдская,23",
