F6_ID,ORGID,ORGNAME,F6_SHIFR,ORG_SHIFR,F6_COUNT,KUO_COUNT,RAB_COUNT,ZAP_COUNT,ZAB_COUNT,CONFDATE,CHECKED
1,1,"Управление капитального строительства и ремонта филиал ООО ""Газпром трансгаз Самара""",01,,1,,105,42,23,2011-11-08,1
