ORGID,PARENT,OKFS,INN,OKPO,OKONH,SOOGU,OKOPF,KODREG,REGDATE,REGNUM,ORGNAME,ORGSNAME,COMMENT,FIZADDR,URADDR,POSTADDR,PHONE,FAX,EMAIL,WWW,MYORG,CONFDATE,OKBV,FIRST_DATE,LAST_DATE,EXT_ID,F6_SHIFR,MAINOKONH,KONH_ID,OCCUPATION,SBM_ID,KODTERR,HAS_BRON,REGPL_ID,OKATO2,OKATO3,Feature1,Feature2,Feature3,OVK_ID,License1,License1_date,License1Who,License2,License2_date,License2Who,Certificate,BeginCertificate_date,EndCertificate_date,CertificateWho,WhoPuts,HasVK,VKChief,VKChiefRange,KODOKTMO,KODOKTMO2,REGPLACE,COMPUTERS,SOFTWARENUM,SOFTWARE,OVK_NAME,OVK_ADDR,OVK_PHONE
1,"ООО ""Газпром трансгаз Самара""",16,6315000291,00154306,60.30.2,,65,36401385000,2002-08-21,1026300956505,"Управление капитального строительства и ремонта филиал ООО ""Газпром трансгаз Самара""",УКСиР,,"443093 г. Самара, ул. Мориса Тореза, 20","443086 г. Самара, ул. Ерошевского, 20","443093 г. Самара, ул. М.Тореза, 20",310-96-94,310-96-94,,,1,,,,2009-11-01,,01,60.30.2,,"транспортирование по трубопроводам газа и продуктов его переработки",4,17171002014,1,5,36401385000,36401385000,,,,81,,,,,,,,,,,,0,,0,3640138000,,"Инспекция Министрества Российской Федерации по налогам и сборам по Ленинскому району города Самары",1,1,"СПО ""Гран-ВУР"" версии 3.76","ВК Советского и Железнодорожных районов г. Самары","443063, г. Самара, ул. Вольская, 15","9519733, 9515706"
