ORGID,PARENT,OKFS,INN,OKPO,OKONH,SOOGU,OKOPF,KODREG,REGDATE,REGNUM,ORGNAME,ORGSNAME,COMMENT,FIZADDR,URADDR,POSTADDR,PHONE,FAX,EMAIL,WWW,MYORG,CONFDATE,OKBV,FIRST_DATE,LAST_DATE,EXT_ID,F6_SHIFR,MAINOKONH,OCCUPATION,SBM_ID,KODTERR,HAS_BRON,REGPL_ID,OKATO2,OKATO3,Feature1,Feature2,Feature3,OVK_ID,License1,License1_date,License1Who,License2,License2_date,License2Who,Certificate,BeginCertificate_date,EndCertificate_date,CertificateWho,WhoPuts,HasVK,VKChief,VKChiefRange,KODOKTMO,KODOKTMO2,REGPLACE,COMPUTERS,SOFTWARENUM,SOFTWARE,Kpis,ComputersS,SoftwareNumS,KpisS,ASFGround_Id,AsfType_Id,KOPF_CHANGED,SBM,OVK_NAME,OVK_ADDR,OVK_PHONE
1,"ОАО ""Центрэлектросетьстрой""",31,7705454461,59083205,"44.15,85013,44586",,30001,45286555000,2002-09-14,245609,"ООО ""Механизированная колонна № 2""","МК № 2","1  2  3","115035 г.Москва, Раушская наб., дом.14","115035 г.Москва, Раушская наб., дом.14","115035 г.Москва, Раушская наб., дом.14",220-47-70,"(495) 525-11-05",,,0,2002-09-02,12345-B-БА,2002-10-25,2003-05-29,18696,03,44.15,"ремонт, прокладка и котроль электросетей",4,45286552000,0,1,45286555000,45286555000,-,-,,45,,,,,,,,,,,,0,,0,45,,МРП,25,5,"ПС ""Гран-ВУР"", 1С: Бухгалтерия, Консультант плюс, Гарант, Специальное программное обеспечение по ведению хозяйственной отчетности в энергетической промышленности Российской Федерации",0,0,0,0,3,3,0,,"Отдел военного комиссариата Московской области по Мытищинскому району Московской области",,
