SUBJ_ID,TYPE_ID,KODTERR,ORGID,SUBJ_NAME,SUBJ_FULLNAME,SUBJ_ADDRESS,SUBJ_AGG_ID
3,3,45286552000,,"2-ой отдел ”правы јрбат","2-ой отдел ”правы јрбат",,1
