F6_ID,ORGID,ORGNAME,F6_SHIFR,ORG_SHIFR,F6_COUNT,KUO_COUNT,RAB_COUNT,ZAP_COUNT,ZAB_COUNT,CONFDATE,CHECKED
1,1,"Тольяттинское линейное производственное управление магистральных газопроводов филиал ООО ""Газпром трансгаз Самара""",01,,1,,375,158,84,2011-10-27,1
