ORGID,PARENT,OKFS,INN,OKPO,OKONH,SOOGU,OKOPF,KODREG,REGDATE,REGNUM,ORGNAME,ORGSNAME,COMMENT,FIZADDR,URADDR,POSTADDR,PHONE,FAX,EMAIL,WWW,MYORG,CONFDATE,OKBV,FIRST_DATE,LAST_DATE,EXT_ID,F6_SHIFR,MAINOKONH,KONH_ID,OCCUPATION,SBM_ID,KODTERR,HAS_BRON,REGPL_ID,OKATO2,OKATO3,Feature1,Feature2,Feature3,OVK_ID,License1,License1_date,License1Who,License2,License2_date,License2Who,Certificate,BeginCertificate_date,EndCertificate_date,CertificateWho,WhoPuts,HasVK,VKChief,VKChiefRange,KODOKTMO,KODOKTMO2,REGPLACE,COMPUTERS,SOFTWARENUM,SOFTWARE,OVK_NAME,OVK_ADDR,OVK_PHONE
1,"ООО ""Газпром трансгаз Самара""",16,6315000291,00154306,60.30.2,36701,65,36240836000,1999-06-30,1026300956505,"Тольяттинское линейное производственное управление магистральных газопроводов филиал ООО ""Газпром трансгаз Самара""",ТЛПУМГ,,"445139, Самарская область, Ставропольский район, с. Пискалы, ул. Лесная,11","443086, г.Самара, ул.Ерошевского.20","445092, Самарская область, г.Тольятти, Комсомольский район, а/я 2797","(8482) 40-08-32","(8482) 40-08-32",,,1,,80066,2007-02-01,2011-10-01,,01,60.30.2,,"Транспортирование по трубопроводам газа и продуктов его переработки",4,17171002014,1,5,36240836000,36240836000,,,,1,,,,,,,,,,,,0,,0,36401385000,36401385000,"Инспекция Министерства Российской Федерации по Ленинскому району города Самары",1,1,"СПО ""Гран-ВУР"" версии 3,76","Отдел военного комиссариата Самарской области по г.Тольятти","445010 Самарская область, г.Тольятти,  ул. Ушакова, 34  ",48-65-17
