SUBJ_ID,TYPE_ID,KODTERR,ORGID,SUBJ_NAME,SUBJ_FULLNAME,SUBJ_ADDRESS,SUBJ_AGG_ID,AggData,BronOnly,CONFDATE
2,1,17171002025,,"ООО ""Газпром ПХГ""","Общество с ограниченой ответственностью ""Газпром ПХГ""","Российская Федерация, 142770, МО, Ленинский район, п. Газопровод, д.101",1,1,0,
